row,obsid,sourceName,beam,frequency,driftRate,snr,n_beams,n_beams_formed,beam_frac,n_obs_at_freq,n_obs_at_freq_drift,ra,dec
3919,MeerKAT:array_1:20250728T194227Z,ex_LEDA_1191080,4,552.0000704526901,0.0855611877644454,151.61179,1,64,0.015625,1,1,22.200944466666666,1.315
4178,MeerKAT:array_1:20250728T194227Z,Gaia_2682514943903238784,58,552.0000785589218,0.03422447510577816,151.18567,2,64,0.03125,1,1,22.223611679526204,1.7787943563072373
3973,MeerKAT:array_1:20250728T194227Z,Gaia_2682487005140593920,15,552.000074505806,0.07700506898800086,149.12863,1,64,0.015625,1,1,22.225960041531003,1.6945490040102467
84720,MeerKAT:array_1:20250729T175426Z,ex_V3464_Sgr,16,647.9679225087166,-0.05133671265866724,146.83875,2,64,0.03125,1,1,18.509503066666664,-36.35151100000001
80182,MeerKAT:array_1:20250710T050136Z,Gaia_2700582084611316480,34,647.96751922369,0.05133671265866724,137.42552,2,64,0.03125,1,1,21.835084137744687,6.717421844572505
166504,MeerKAT:array_1:20250729T041550Z,Gaia_6527991784707259264,17,600.000124335289,0.00855611877644454,135.70671,1,64,0.015625,1,1,23.5239171689732,-47.67213194514886
80200,MeerKAT:array_1:20250710T050136Z,Gaia_2700582114675870720,52,647.96751922369,0.05133671265866724,133.66559,2,64,0.03125,1,1,21.836046062024177,6.718896266121
84786,MeerKAT:array_1:20250729T175426Z,ex_ASASSN-V_J183039.47-355100.3,32,647.9679225087166,-0.05133671265866724,130.0171,2,64,0.03125,1,1,18.51096266666667,-35.85009
71809,MeerKAT:array_1:20250717T200827Z,Gaia_4426371068807388032,11,623.9691307544708,-0.18823461308177988,129.72356,2,64,0.03125,1,1,15.864760459524904,5.13872551670236
71926,MeerKAT:array_1:20250717T200827Z,Gaia_4426418553965743488,50,623.9691307544708,-0.18823461308177988,128.9722,2,64,0.03125,1,1,15.827202275540387,5.347967120117561
84548,MeerKAT:array_1:20250729T173047Z,Gaia_6734188354254152320,42,647.2235870361328,-0.0855611877644454,126.572784,1,64,0.015625,11,1,18.537567211553785,-35.88368684186904
185801,MeerKAT:array_1:20250716T222802Z,Gaia_4426379143345969920,62,625.0294400453568,-0.01711223755288908,124.17403,1,64,0.015625,1,1,15.879462166790779,5.274359219489021
100511,MeerKAT:array_1:20250716T201432Z,Gaia_4426405084948485248,33,671.992512345314,-0.0427805938822227,120.61786,3,64,0.046875,1,1,15.866854716859018,5.665088083218586
100541,MeerKAT:array_1:20250716T201432Z,Gaia_4426358218265140096,46,671.992512345314,-0.0427805938822227,119.42365,3,64,0.046875,1,1,15.821821225291815,5.0930793685625195
7814,MeerKAT:array_1:20250730T231157Z,Gaia_2682540954225220992,17,551.9994300603867,0.1454540191995572,115.630356,3,64,0.046875,2,1,22.20354969681639,1.7972855564702888
69593,MeerKAT:array_1:20250715T002705Z,Gaia_2682777280505662592,45,623.9683302640915,-0.03422447510577816,113.818474,1,64,0.015625,1,1,22.202838616121404,2.2808748840205215
7968,MeerKAT:array_1:20250730T231157Z,Gaia_2682558129799800704,47,551.9994371533394,0.0427805938822227,113.667114,4,64,0.0625,4,1,22.19057244372838,1.9204476014907355
7931,MeerKAT:array_1:20250730T231157Z,Gaia_2682490685927957376,40,551.9994371533394,0.0427805938822227,113.20813,4,64,0.0625,4,1,22.214534934318255,1.697696564783003
7789,MeerKAT:array_1:20250730T231157Z,Gaia_2682558099734709760,12,551.9994371533394,0.0427805938822227,112.19439,4,64,0.0625,4,1,22.189701165924287,1.9093993911697076
7891,MeerKAT:array_1:20250730T231157Z,ex_LEDA_1199444,32,551.9994300603867,0.1454540191995572,110.6485,3,64,0.046875,2,1,22.199451,1.586671
