row,obsid,sourceName,beam,frequency,driftRate,snr,n_beams,n_beams_formed,beam_frac,n_obs_at_freq,n_obs_at_freq_drift,ra,dec
58386,MeerKAT:array_1:20250712T072515Z,Gaia_2323541680382961536,46,919.7934785783291,-0.25626902034139953,11.765114,4,64,0.0625,1,1,0.4226773580793781,-25.850567552477553
7963,MeerKAT:array_1:20250719T033518Z,ex_2dFGRS_TGS544Z221,33,864.068842202425,0.0615045648819359,11.751067,3,64,0.046875,1,1,23.721055533333335,-35.211111
58108,MeerKAT:array_1:20250712T065251Z,Gaia_2323501960525432320,54,919.9987017065287,-0.2357674987140876,11.741798,2,64,0.03125,1,1,0.44401476832914566,-25.77300153566536
3916,MeerKAT:array_1:20250709T050322Z,Gaia_4936745296762361216,7,863.9844477325678,0.07175532569559187,11.617393,3,64,0.046875,2,1,2.2100262523011573,-51.11376533368264
55223,MeerKAT:array_1:20250702T211800Z,Gaia_6891277607708390528,40,919.7939728498459,0.3075228244096795,11.609126,4,64,0.0625,2,1,21.533281979139947,-11.874786512352333
24610,MeerKAT:array_1:20250711T085603Z,ex_LEDA_546122,39,870.3634314239025,-0.2870213027823675,11.597126,4,64,0.0625,1,1,4.6825833333333335,-43.664167000000006
5738,MeerKAT:array_1:20250712T084022Z,Gaia_2323471723955675136,27,864.0852169394493,0.03075228244096795,11.595704,4,64,0.0625,1,1,0.444145311911225,-26.182146797198033
24968,MeerKAT:array_1:20250711T085603Z,Gaia_4814652982993590784,55,870.5634870231152,-0.19476445545946366,11.568466,1,64,0.015625,1,1,4.6860639984509636,-43.79986824753711
27132,MeerKAT:array_1:20250711T092345Z,Gaia_4790689814260965888,50,879.2236389964819,0.2870213027823675,11.546279,1,64,0.015625,1,1,4.65070247795314,-43.83823028607529
5578,MeerKAT:array_1:20250712T080758Z,Gaia_2323541680382961536,47,867.8982075899839,-0.1742629338321517,11.489588,1,64,0.015625,1,1,0.4226773580793781,-25.850567552477553
56980,MeerKAT:array_1:20250703T011955Z,Gaia_6891266440793409024,59,919.7943618893623,-0.03075228244096795,11.483721,2,64,0.03125,1,1,21.53146518350574,-12.064739321085314
26718,MeerKAT:array_1:20250711T092345Z,Gaia_4814731288837203840,51,870.4522695541382,-0.27677054196871154,11.478925,1,64,0.015625,1,1,4.659909378673284,-43.21085384208377
97078,MeerKAT:array_1:20250710T004923Z,Gaia_4216739384449371008,25,924.99093490839,0.07175532569559187,11.472386,1,64,0.015625,1,1,20.18072675927588,-7.000850271144432
31823,MeerKAT:array_1:20250713T113750Z,Gaia_5096075080066407168,41,869.9930865317583,-0.04100304325462393,11.470233,1,64,0.015625,1,1,4.162894213300633,-18.05405596569397
26572,MeerKAT:array_1:20250711T092345Z,Gaia_4814717201344514432,40,870.4522567987442,-0.08200608650924786,11.453086,3,64,0.046875,1,1,4.674992132271368,-43.257906336038324
917,MeerKAT:array_1:20250701T205536Z,Gaia_1315516051468922752,2,863.9580536335707,-0.03075228244096795,11.424716,1,64,0.015625,1,1,16.15179909607706,26.538321752380565
26194,MeerKAT:array_1:20250711T092345Z,Gaia_4814717579301657728,7,870.4154766201973,-0.2870213027823675,11.420975,1,64,0.015625,1,1,4.663874595240551,-43.56438483626821
18726,MeerKAT:array_1:20250708T094824Z,Gaia_2973726641538374784,63,870.4524561017752,-0.3075228244096795,11.414991,2,64,0.03125,1,1,4.814706831504631,-22.03913741946642
24522,MeerKAT:array_1:20250711T085603Z,ex_LEDA_547903,35,870.5634934008121,-0.26651978115505554,11.407681,1,64,0.015625,1,1,4.678843333333333,-43.509735
2769,MeerKAT:array_1:20250703T001453Z,Gaia_6891267952621897728,50,864.0003505200148,-0.14351065139118374,11.400037,3,64,0.046875,1,1,21.53407329165132,-11.993754597794672
7996,MeerKAT:array_1:20250719T033518Z,Gaia_2311990344364857984,45,864.068842202425,0.0615045648819359,11.391311,3,64,0.046875,1,1,23.686119108413834,-34.824221116885916
9860,MeerKAT:array_1:20250731T030702Z,Gaia_2546791159852136704,51,864.0687863975763,0.1845136946458077,11.339568,2,63,0.031746031746031744,1,1,0.3652179958972771,0.12884245241174172
59588,MeerKAT:array_1:20250712T091244Z,Gaia_2323451176832108672,18,919.7921902835369,0.19476445545946366,11.316336,3,64,0.046875,1,1,0.43666150725145125,-26.21537011793145
31783,MeerKAT:array_1:20250713T113750Z,Gaia_5096066696290217088,20,869.9930945038795,-0.16401217301849572,11.307512,2,64,0.03125,1,1,4.144780399765647,-18.02151418254042
1032,MeerKAT:array_1:20250701T205536Z,Gaia_1315526840426659584,52,863.9580456614494,0.0615045648819359,11.2866745,2,64,0.03125,1,1,16.140571595056766,26.52323790686512
4335,MeerKAT:array_1:20250709T052824Z,Gaia_4936833292052092416,46,863.9153326302767,0.1127583689502158,11.270086,1,64,0.015625,1,1,2.164232895882615,-51.287961635526685
4348,MeerKAT:array_1:20250709T052824Z,Gaia_4936845386679996672,49,863.9153342247009,0.09225684732290385,11.265276,2,64,0.03125,1,1,2.162167866988004,-51.248519538888736
26729,MeerKAT:array_1:20250711T092345Z,Gaia_4790685519293655168,53,870.1211012601852,0.2460182595277436,11.254227,1,64,0.015625,1,1,4.664251263323484,-43.70902635205668
31842,MeerKAT:array_1:20250713T113750Z,Gaia_5096074702109281664,52,869.9928680956364,-0.09225684732290385,11.254209,3,64,0.046875,1,1,4.167824803799603,-18.029385944381236
15674,MeerKAT:array_1:20250706T070740Z,Gaia_4802448094687886336,31,875.0041291564703,-0.03075228244096795,11.2485,1,64,0.015625,1,1,5.672826353035349,-44.116932951066936
33529,MeerKAT:array_1:20250719T212149Z,Gaia_4216723235372200320,22,875.0023418068886,0.05125380406827991,11.240525,4,64,0.0625,1,1,20.18742368136551,-7.085647020056507
23337,MeerKAT:array_1:20250711T085603Z,ex_ASASSN-V_J044053.36-432617.8,9,870.0685012042522,-0.2460182595277436,11.240397,4,64,0.0625,1,1,4.681488,-43.43829
914,MeerKAT:array_1:20250701T205536Z,Gaia_1315540893559681280,1,863.9580472558737,0.09225684732290385,11.231686,1,64,0.015625,1,1,16.139575385961148,26.812817353637488
4567,MeerKAT:array_1:20250712T072515Z,Gaia_2323461308659779968,41,856.2008225172758,0.04100304325462393,11.2130375,1,64,0.015625,1,1,0.4084601817173915,-26.15566720106375
59627,MeerKAT:array_1:20250712T091244Z,Gaia_2323473751180238080,37,919.9965651780367,0.04100304325462393,11.208161,2,64,0.03125,1,1,0.44695146972701244,-26.132411732705954
33637,MeerKAT:array_1:20250719T212149Z,Gaia_4216770239494934912,58,875.0023418068886,0.05125380406827991,11.206107,4,64,0.0625,1,1,20.209124829772904,-6.767475204865857
