row,obsid,sourceName,beam,frequency,driftRate,snr,n_beams,n_beams_formed,beam_frac,n_obs_at_freq,ra,dec
15096,MeerKAT:array_1:20240319T020710Z,Gaia_2531007910952850560,60,1686.837437480688,-0.005044025162275165,16.756596,4,64,0.0625,1,0.7429205526301578,-0.33685624636780465
534,MeerKAT:array_1:20250731T130553Z,Gaia_5422834783204205824,58,857.7940222471952,-0.01008805032455033,16.733921,1,64,0.015625,1,9.38250458686962,-45.8742979311554
2255,MeerKAT:array_1:20250718T225142Z,Gaia_6440696196458731264,10,919.7943937778473,-0.03026415097365099,16.72824,4,64,0.0625,1,19.62863546499827,-63.850211743288064
35,MeerKAT:array_1:20250701T085314Z,Gaia_4668955288447797760,58,858.4304717630148,-0.04035220129820132,16.725311,1,64,0.015625,1,4.174426335117182,-66.03219708700108
132,MeerKAT:array_1:20250705T204042Z,J1939-6342,0,863.9571511894464,-0.02017610064910066,16.709103,1,64,0.015625,1,19.65695277777778,-63.71266666666667
4292,MeerKAT:array_1:20250701T085314Z,Gaia_4669724121953438976,56,960.0066645890474,-0.04539622646047649,16.708212,1,64,0.015625,1,4.109035622269912,-65.77989952791172
137,MeerKAT:array_1:20250705T204042Z,Gaia_6440689324511005184,30,863.9669138491154,-0.02017610064910066,16.546646,4,64,0.0625,2,19.660242741836186,-63.81507336955153
3098,MeerKAT:array_1:20250712T092209Z,Gaia_4668955872563377280,4,924.0567681193352,-0.04035220129820132,16.51611,3,64,0.046875,1,4.182342771048197,-65.99473666287432
15085,MeerKAT:array_1:20240319T020710Z,Gaia_2530996915836605824,15,1675.2203380465508,-0.035308176135926156,16.503437,1,64,0.015625,1,0.7610685416053699,-0.40387067884089684
834,MeerKAT:array_1:20250712T092209Z,ex_LEDA_312357,62,875.0434636026621,-0.15132075486825497,16.484537,1,64,0.015625,1,4.11525,-65.545556
379,MeerKAT:array_1:20250715T163334Z,Gaia_6761206172446970112,36,863.9678306430578,-0.04539622646047649,16.47459,3,64,0.046875,1,18.912160079987817,-30.262002990581355
4695,MeerKAT:array_1:20250702T203437Z,Gaia_6441459601125402880,58,960.0050366818905,-0.025220125811375827,16.444433,1,63,0.015873015873015872,1,19.63640335291089,-63.53149104197103
2285,MeerKAT:array_1:20250719T204244Z,Gaia_6440692416887439104,53,919.7941402643919,-0.035308176135926156,16.41522,2,64,0.03125,1,19.678575708339753,-63.68913992201736
136,MeerKAT:array_1:20250705T204042Z,Gaia_6440709665476154496,29,863.9669138491154,-0.02017610064910066,16.398205,4,64,0.0625,2,19.652737869316162,-63.54671521219836
53,MeerKAT:array_1:20250701T085314Z,Gaia_4669697321357440896,44,867.7027343660593,0.035308176135926156,16.393597,3,64,0.046875,1,4.107420880784835,-65.94111724977175
15094,MeerKAT:array_1:20240319T020710Z,Gaia_2530970149600386304,22,1686.837437480688,-0.005044025162275165,16.382233,4,64,0.0625,1,0.7376351895815338,-0.4675196204226045
4273,MeerKAT:array_1:20250701T085314Z,Gaia_4669698420869082752,31,960.0066629946232,-0.02017610064910066,16.37828,1,64,0.015625,1,4.09912738768747,-65.89404076464943
714,MeerKAT:array_1:20250707T231708Z,Gaia_6441068174985814016,31,872.00973983109,-0.01008805032455033,16.341354,1,64,0.015625,1,19.68412055588914,-63.62173691357908
254,MeerKAT:array_1:20250709T224008Z,Gaia_6440633249417956224,21,863.9669058769941,-0.035308176135926156,16.281616,2,64,0.03125,2,19.67426989775104,-64.0640345535422
4694,MeerKAT:array_1:20250702T203437Z,Gaia_6441464853868863488,50,960.005039870739,-0.015132075486825495,16.281115,1,63,0.015873015873015872,1,19.652285124068747,-63.40371139134386
396,MeerKAT:array_1:20250718T225142Z,Gaia_6440682761800997888,13,863.9568402767181,-0.035308176135926156,16.2765,2,64,0.03125,1,19.64571518238437,-63.913697432397264
52,MeerKAT:array_1:20250701T085314Z,Gaia_4669698042911946112,43,867.7027343660593,0.035308176135926156,16.195045,3,64,0.046875,1,4.105147728387502,-65.94326904581334
1943,MeerKAT:array_1:20250701T085314Z,Gaia_4669719994488866048,39,919.1671871393919,0.035308176135926156,16.153313,1,64,0.015625,1,4.146369005452814,-65.6688905292092
452,MeerKAT:array_1:20250720T073007Z,Gaia_5083372937627408768,40,863.964517429471,0.03026415097365099,16.004944,2,64,0.03125,1,4.003663495945535,-24.138633583422255
84,MeerKAT:array_1:20250701T185513Z,Gaia_1468190525250317312,27,863.9835723936558,0.03026415097365099,15.989779,1,64,0.015625,1,13.51162478016634,30.445685715345896
2703,MeerKAT:array_1:20250706T171757Z,Gaia_6440706676178910208,53,924.9968837052584,0.10592452840777847,15.925751,2,64,0.03125,1,19.651640465393005,-63.645022374521126
383,MeerKAT:array_1:20250715T163334Z,Gaia_6760451353389781888,63,863.9678306430578,-0.04539622646047649,15.906654,3,64,0.046875,1,18.935316407426715,-30.342170551233274
91,MeerKAT:array_1:20250702T203437Z,Gaia_6441014711232887936,1,863.9580217450857,-0.0857484277586778,15.854599,4,63,0.06349206349206349,1,19.702747058650274,-63.83637390141657
100,MeerKAT:array_1:20250702T203437Z,Gaia_6441455782899016448,55,863.9580217450857,-0.0857484277586778,15.798436,4,63,0.06349206349206349,1,19.6107637246379,-63.55988771361879
394,MeerKAT:array_1:20250718T225142Z,Gaia_6441475887641404672,8,863.9568402767181,-0.035308176135926156,15.76662,2,64,0.03125,1,19.627952806854807,-63.40563990923423
54,MeerKAT:array_1:20250701T085314Z,Gaia_4669829915587758720,50,867.7027343660593,0.035308176135926156,15.745938,3,64,0.046875,1,4.1440081251297345,-65.39631822133349
97,MeerKAT:array_1:20250702T203437Z,Gaia_6440688980913616256,44,863.9580217450857,-0.0857484277586778,15.7337475,4,63,0.06349206349206349,1,19.661735302801535,-63.85416868387933
133,MeerKAT:array_1:20250705T204042Z,Gaia_6441460352743041920,11,863.9669138491154,-0.015132075486825495,15.719147,4,64,0.0625,2,19.650523949995286,-63.52076356013244
197,MeerKAT:array_1:20250707T231708Z,Gaia_6441068101970626176,40,863.9984882324934,-0.04035220129820132,15.716593,3,64,0.046875,1,19.67853894165212,-63.63821706071382
239,MeerKAT:array_1:20250709T043236Z,ex_LEDA_309722,4,863.9666061252356,-0.005044025162275165,15.682911,2,64,0.03125,2,4.169333333333333,-65.839444
429,MeerKAT:array_1:20250719T204244Z,Gaia_6441081678363045120,42,863.9904714673758,-0.05548427678502682,15.635247,1,64,0.015625,4,19.688694300308548,-63.505556029460834
551,MeerKAT:array_1:20250731T134912Z,Gaia_5983575955211130496,20,863.9566441625357,0.02017610064910066,15.581635,1,64,0.015625,1,16.097717081552485,-48.45786200982474
2702,MeerKAT:array_1:20250706T171757Z,Gaia_6440636509297697536,40,924.9968837052584,0.10592452840777847,15.53405,2,64,0.03125,1,19.673852694304234,-64.00570403441749
1963,MeerKAT:array_1:20250701T095804Z,Gaia_4669716459731837184,3,916.7668244838715,-0.1614088051928053,15.524352,1,64,0.015625,1,4.172792520781388,-65.73560503005208
457,MeerKAT:array_1:20250720T090501Z,Gaia_3394164911450495232,6,863.957328170538,0.09583647808322814,15.489594,2,62,0.03225806451612903,2,5.341147435130476,16.84950645194272
2511,MeerKAT:array_1:20250701T095804Z,Gaia_4669730306706410880,11,923.1665914952755,-0.15132075486825497,15.480228,4,64,0.0625,1,4.113787001810862,-65.57197560265381
4289,MeerKAT:array_1:20250701T085314Z,Gaia_4669829915587758720,50,960.0066645890474,-0.03026415097365099,15.442879,2,64,0.03125,1,4.1440081251297345,-65.39631822133349
2215,MeerKAT:array_1:20250713T100933Z,Gaia_3394258782255890816,23,919.7910279482603,0.08070440259640264,15.428148,1,64,0.015625,1,5.349595832170492,16.928414390512252
687,MeerKAT:array_1:20250706T014240Z,Gaia_6440694444112084992,29,872.0094352960587,0.01008805032455033,15.422493,1,64,0.015625,1,19.61896344699071,-63.87285366632143
168,MeerKAT:array_1:20250706T120334Z,Gaia_3394131410705837184,33,863.9839566498995,-0.02017610064910066,15.29312,2,64,0.03125,1,5.347713618641012,16.38770730840194
312,MeerKAT:array_1:20250712T092209Z,Gaia_4668958861860615552,61,863.9975124448538,-0.025220125811375827,15.277915,3,64,0.046875,1,4.185207056318481,-65.96423227153983
198,MeerKAT:array_1:20250707T231708Z,Gaia_6441450323996056832,54,863.9984882324934,-0.04035220129820132,15.269274,3,64,0.046875,1,19.616484421507735,-63.70856694861201
3100,MeerKAT:array_1:20250712T092209Z,Gaia_4669719895705672448,34,924.0567665249109,-0.03026415097365099,15.227208,2,64,0.03125,1,4.146941409302808,-65.68543763760889
561,MeerKAT:array_1:20250731T144023Z,Gaia_1456207493478470400,47,863.964536562562,0.015132075486825495,15.219332,1,64,0.015625,1,13.538445768216429,30.486251934185937
731,MeerKAT:array_1:20250708T085539Z,Gaia_2978888612409926784,43,872.2201862931252,-0.19671698132873144,15.175521,1,64,0.015625,1,4.667929257784091,-18.344630832204633
1936,MeerKAT:array_1:20250701T085314Z,Gaia_4669832630007089024,35,917.5672445893288,0.03026415097365099,15.156735,3,64,0.046875,1,4.135668494193676,-65.39577576137432
544,MeerKAT:array_1:20250731T130553Z,Gaia_5422854746212312960,62,863.99983073771,0.08070440259640264,15.142886,3,64,0.046875,1,9.38253965171404,-45.64108004731115
949,MeerKAT:array_1:20250720T114301Z,Gaia_4669681618956995840,63,872.0084770470858,-0.08070440259640264,15.091285,3,64,0.046875,1,4.149039688797867,-66.06334494346554
2904,MeerKAT:array_1:20250709T163303Z,Gaia_6440705851545164288,50,924.9922646582127,0.12105660389460396,14.980123,2,64,0.03125,1,19.668036850756966,-63.57192522668653
14849,MeerKAT:array_1:20240319T020710Z,Gaia_2543022442012637952,25,1273.7320051044226,-0.005044025162275165,14.948156,3,64,0.046875,1,0.7232105077027494,-0.204113057160907
790,MeerKAT:array_1:20250710T140151Z,Gaia_5240431026871511552,51,879.9917831718922,0.06557232710957715,14.938098,2,62,0.03225806451612903,1,11.037795334810895,-64.53595289935846
535,MeerKAT:array_1:20250731T130553Z,Gaia_5423616737828817792,2,863.99983073771,0.08070440259640264,14.93276,3,64,0.046875,1,9.368669994849434,-45.29943015725284
3617,MeerKAT:array_1:20250731T141132Z,Gaia_5931561358733521280,11,924.9955268502235,-0.035308176135926156,14.894794,4,64,0.0625,1,16.28705727627544,-56.03051913180813
542,MeerKAT:array_1:20250731T130553Z,Gaia_5422849935848801536,46,863.99983073771,0.08070440259640264,14.890083,3,64,0.046875,1,9.358488023402463,-45.78192511341837
356,MeerKAT:array_1:20250713T220240Z,Gaia_6440699391914411904,17,863.9839136004448,0.035308176135926156,14.8418455,2,64,0.03125,1,19.621516686744055,-63.742577158127624
459,MeerKAT:array_1:20250720T090501Z,Gaia_3394060045529278336,12,863.957328170538,0.09079245292095298,14.718956,2,62,0.03225806451612903,2,5.345648209726095,16.288631246152665
821,MeerKAT:array_1:20250712T060917Z,Gaia_4669683714901017216,63,872.454011797905,0.07061635227185231,14.689437,1,64,0.015625,1,4.124901104607179,-66.07362089590109
876,MeerKAT:array_1:20250715T163334Z,Gaia_6760463001342309632,52,872.0085695236921,0.04539622646047649,14.676545,3,64,0.046875,1,18.927714582630898,-30.178494038386287
16,MeerKAT:array_1:20250701T055458Z,ex_LEDA_1130956,39,863.9570762515068,-0.005044025162275165,14.669685,2,64,0.03125,2,0.36936193333333334,-0.936983
875,MeerKAT:array_1:20250715T163334Z,M54,0,872.0085695236921,0.04539622646047649,14.624628,3,64,0.046875,1,18.917591666666663,-30.47986111111111
946,MeerKAT:array_1:20250720T114301Z,Gaia_4669705705133623552,37,872.0084770470858,-0.08070440259640264,14.597299,3,64,0.046875,1,4.155592957583869,-65.99371965242827
3619,MeerKAT:array_1:20250731T141132Z,Gaia_5931554624214818560,23,924.9955268502235,-0.035308176135926156,14.556785,4,64,0.0625,1,16.23745595989194,-56.05886392113
4279,MeerKAT:array_1:20250701T085314Z,Gaia_4669718693114807808,37,960.0066645890474,-0.035308176135926156,14.486161,2,64,0.03125,1,4.150674010519596,-65.72275782362854
75,MeerKAT:array_1:20250701T095804Z,Gaia_4669699348582040576,16,867.968590259552,-0.15636478003053011,14.461156,1,64,0.015625,1,4.111172790836376,-65.87984362181173
243,MeerKAT:array_1:20250709T043236Z,Gaia_4669721854210793600,46,863.9990717917681,-0.015132075486825495,14.459686,4,64,0.0625,1,4.147063407797924,-65.596400813655
867,MeerKAT:array_1:20250714T053348Z,Gaia_4669703849707801344,11,872.4540899246931,0.01008805032455033,14.445892,2,62,0.03225806451612903,2,4.102027145557674,-65.76608377829065
189,MeerKAT:array_1:20250707T160254Z,Gaia_6441081678363045120,52,863.9906101822853,0.015132075486825495,14.430539,1,64,0.015625,1,19.688694300308548,-63.505556029460834
1000,MeerKAT:array_1:20250731T124411Z,J1436-6405,0,875.9854988753796,0.07566037743412748,14.419717,1,64,0.015625,1,14.61061388888889,-64.10708333333334
3620,MeerKAT:array_1:20250731T141132Z,Gaia_5931603861722615040,40,924.9955268502235,-0.035308176135926156,14.389734,4,64,0.0625,1,16.230739334313828,-55.919450287529706
15087,MeerKAT:array_1:20240319T020710Z,Gaia_2530991452638205184,43,1675.220339640975,-0.04035220129820132,14.368649,1,64,0.015625,1,0.7506526471438891,-0.4547490214838105
451,MeerKAT:array_1:20250720T073007Z,Gaia_5083217700329471104,36,863.9787667989731,0.025220125811375827,14.360984,2,64,0.03125,1,3.995015004031664,-24.517335582856745
62,MeerKAT:array_1:20250701T095804Z,Gaia_4669815106540510848,28,859.9688791036606,-0.14123270454370462,14.360034,1,64,0.015625,1,4.16380532445806,-65.55678540542186
1011,MeerKAT:array_1:20250731T130553Z,Gaia_5423608564512656768,47,879.9854899793863,0.06557232710957715,14.345856,1,64,0.015625,1,9.348373086581809,-45.498746075912116
367,MeerKAT:array_1:20250714T051258Z,Gaia_4669734223716620800,50,863.9660528600216,-0.005044025162275165,14.285053,3,64,0.046875,1,4.148142709010845,-65.53407634576944
15095,MeerKAT:array_1:20240319T020710Z,Gaia_2543023202222577280,45,1686.837437480688,-0.005044025162275165,14.267296,4,64,0.0625,1,0.7340080180841233,-0.1887641302708684
200,MeerKAT:array_1:20250708T083640Z,Gaia_4669718590035592320,10,856.2165690511465,-0.015132075486825495,14.236292,1,64,0.015625,1,4.145714685577417,-65.7505184247624
502,MeerKAT:array_1:20250730T235713Z,Gaia_4669717146926603904,63,863.9904778450727,-0.035308176135926156,14.232834,2,64,0.03125,1,4.165769995642935,-65.72588032717957
2515,MeerKAT:array_1:20250701T095804Z,Gaia_4669714191989054848,57,923.9665635675192,-0.1614088051928053,14.21103,1,64,0.015625,1,4.161193168234339,-65.8407822315043
2270,MeerKAT:array_1:20250719T103545Z,Gaia_4669696840321087872,34,920.0908642113209,-0.02017610064910066,14.20607,4,64,0.0625,1,4.111816986933466,-65.99525578631238
4690,MeerKAT:array_1:20250702T203437Z,Gaia_6440693413319921408,23,960.0015624314547,0.02017610064910066,14.2016535,1,63,0.015873015873015872,1,19.62743351175796,-63.94297695034336
461,MeerKAT:array_1:20250720T090501Z,Gaia_3394082001402027264,43,863.9573297649622,0.0857484277586778,14.199567,1,62,0.016129032258064516,2,5.361195963201889,16.369911792804913
877,MeerKAT:array_1:20250715T163334Z,Gaia_6760424277919171840,57,872.0085695236921,0.04539622646047649,14.196576,3,64,0.046875,1,18.91901480136292,-30.58919231418056
3618,MeerKAT:array_1:20250731T141132Z,Gaia_5931601525260286848,12,924.9955268502235,-0.035308176135926156,14.163739,4,64,0.0625,1,16.23113193614946,-56.023370886955995
152,MeerKAT:array_1:20250706T055242Z,Gaia_4669728309545548800,27,863.9666778743267,-0.005044025162275165,14.147421,1,64,0.015625,1,4.101071313012646,-65.70311296485484
15070,MeerKAT:array_1:20240319T020710Z,Gaia_2530969943441957248,57,1562.086006000638,-0.005044025162275165,14.102983,4,64,0.0625,1,0.7365414659458664,-0.4968968232228151
448,MeerKAT:array_1:20250720T073007Z,Gaia_5084051886057739776,28,863.9787667989731,0.025220125811375827,14.098492,2,64,0.03125,1,3.970846222268683,-23.940177453406086
26,MeerKAT:array_1:20250701T083536Z,ex_LEDA_1163740,52,863.9999343752861,0.09583647808322814,14.072098,3,64,0.046875,1,0.9740464000000002,0.351764
2583,MeerKAT:array_1:20250704T110253Z,Gaia_4669810914652429184,10,924.9939148873091,-0.1462767297059798,14.064354,2,64,0.03125,1,4.179064579611352,-65.65418444934018
363,MeerKAT:array_1:20250714T051258Z,Gaia_4669723228600242432,3,863.9660528600216,-0.005044025162275165,14.043417,3,64,0.046875,1,4.126035822284703,-65.81739721703099
3616,MeerKAT:array_1:20250731T141132Z,Gaia_5931528613889743616,8,924.9955252557993,-0.025220125811375827,14.042304,2,64,0.03125,1,16.247559189064024,-56.39838987544978
63,MeerKAT:array_1:20250701T095804Z,Gaia_4669700894770229632,29,859.9688775092363,-0.13618867938142945,14.040981,1,64,0.015625,1,4.093324312239798,-65.91951121359244
14892,MeerKAT:array_1:20240319T020710Z,Gaia_2543029352615742080,36,1525.1187074184418,-0.02017610064910066,14.036471,1,64,0.015625,1,0.7283424581571786,-0.028808596750400838
240,MeerKAT:array_1:20250709T043236Z,Gaia_4669697939832730880,9,863.9990717917681,-0.015132075486825495,13.948785,4,64,0.0625,1,4.10396453661856,-65.9507675320825
2902,MeerKAT:array_1:20250709T163303Z,Gaia_6440693619478348288,29,924.9922646582127,0.12105660389460396,13.90072,2,64,0.03125,1,19.630317216121043,-63.914596650698115
202,MeerKAT:array_1:20250708T083640Z,Gaia_4669784801251509376,54,856.2165674567223,-0.005044025162275165,13.866219,1,64,0.015625,1,4.1092929102048386,-65.43462166346426
15067,MeerKAT:array_1:20240319T020710Z,Gaia_2531010586717352576,38,1562.086006000638,-0.005044025162275165,13.825642,4,64,0.0625,1,0.7364797018395393,-0.2923174094215459
263,MeerKAT:array_1:20250710T123913Z,Gaia_2894031672234327040,47,864.5479778498411,0.20176100649100662,13.803657,1,64,0.015625,1,6.603484137683811,-30.698323696980655
314,MeerKAT:array_1:20250712T092209Z,Gaia_4669717009487668096,63,863.9975124448538,-0.025220125811375827,13.762181,3,64,0.046875,1,4.175787298060694,-65.68881306564361
193,MeerKAT:array_1:20250707T231708Z,Gaia_6441014642513408000,12,863.9984882324934,-0.04035220129820132,13.717733,3,64,0.046875,1,19.706730566450577,-63.8287733334225
3099,MeerKAT:array_1:20250712T092209Z,Gaia_4668955288447797760,25,924.0567681193352,-0.04035220129820132,13.716541,3,64,0.046875,1,4.174426335117182,-66.03219708700108
17,MeerKAT:array_1:20250701T055458Z,ex_2MASX_J00222955-0051372,51,863.9570762515068,-0.005044025162275165,13.698942,2,64,0.03125,2,0.37488666666666665,-0.8603240000000001
365,MeerKAT:array_1:20250714T051258Z,Gaia_4669810880292690176,28,863.9660528600216,-0.005044025162275165,13.677565,3,64,0.046875,1,4.1764813402352505,-65.6616248268038
3133,MeerKAT:array_1:20250712T121643Z,Gaia_4669721922930270208,18,924.9952255040407,-0.14123270454370462,13.650167,1,55,0.01818181818181818,1,4.14538356482789,-65.59187105035373
10551,MeerKAT:array_1:20250730T235713Z,Gaia_4669700894770229632,59,960.0002071708441,-0.15132075486825497,13.647603,1,64,0.015625,1,4.093324312239798,-65.91951121359244
25,MeerKAT:array_1:20250701T083536Z,ex_2MASX_J00580318+0006344,47,863.9999343752861,0.09583647808322814,13.642125,3,64,0.046875,1,0.9675644666666667,0.109489
543,MeerKAT:array_1:20250731T130553Z,Gaia_5422860518648425728,61,863.9787875264883,0.015132075486825495,13.617223,1,64,0.015625,1,9.382670344056345,-45.45984742296752
912,MeerKAT:array_1:20250719T103545Z,Gaia_4669703403031184768,3,872.1318009793758,0.01008805032455033,13.583248,1,64,0.015625,1,4.102001491747326,-65.82514083527903
242,MeerKAT:array_1:20250709T043236Z,Gaia_4669711546289198080,41,863.9990717917681,-0.015132075486825495,13.553988,4,64,0.0625,1,4.131074033166914,-65.81471480062413
1964,MeerKAT:array_1:20250701T095804Z,Gaia_4669720269366811264,10,916.7668228894472,-0.15636478003053011,13.522462,1,64,0.015625,1,4.141721577710191,-65.62913646493067
206,MeerKAT:array_1:20250708T083640Z,Gaia_4668956010002303360,22,863.9642336219549,0.015132075486825495,13.4691,2,64,0.03125,1,4.175382451521658,-65.99062700069298
15072,MeerKAT:array_1:20240319T020710Z,Gaia_2531012755675980032,63,1562.086006000638,-0.005044025162275165,13.466532,4,64,0.0625,1,0.741937908973146,-0.22171596124314782
2283,MeerKAT:array_1:20250719T204244Z,Gaia_6441450358355793408,13,919.7941402643919,-0.035308176135926156,13.4354725,2,64,0.03125,1,19.61823857388283,-63.68639941683572
2273,MeerKAT:array_1:20250719T103545Z,Gaia_4669724121953438976,49,919.9936138987541,0.1311446542191543,13.418284,3,64,0.046875,1,4.109035622269912,-65.77989952791172
85,MeerKAT:array_1:20250701T185513Z,Gaia_1468214199110083072,38,863.9755364954472,0.035308176135926156,13.351774,2,64,0.03125,1,13.51577559352545,30.499777712850957
313,MeerKAT:array_1:20250712T092209Z,ex_LEDA_312357,62,863.9975124448538,-0.025220125811375827,13.345958,3,64,0.046875,1,4.11525,-65.545556
89,MeerKAT:array_1:20250701T185513Z,Gaia_1468255774393448576,63,863.9755364954472,0.035308176135926156,13.312878,2,64,0.03125,1,13.49567767904579,30.710801431941455
65,MeerKAT:array_1:20250701T095804Z,Gaia_4668961778142193408,62,859.9688791036606,-0.15132075486825497,13.305186,1,64,0.015625,1,4.183490045603507,-65.9658931837893
309,MeerKAT:array_1:20250712T092209Z,Gaia_4669060360527883264,54,863.9564942866564,0.10088050324550331,13.304776,4,64,0.0625,1,4.195521277277195,-65.64384544600205
3621,MeerKAT:array_1:20250731T141132Z,Gaia_5931532324741969408,51,924.9955252557993,-0.03026415097365099,13.275303,2,64,0.03125,1,16.269521488466822,-56.34121091980947
948,MeerKAT:array_1:20250720T114301Z,Gaia_4669697939832730880,61,872.0084770470858,-0.08070440259640264,13.207561,3,64,0.046875,1,4.10396453661856,-65.9507675320825
14839,MeerKAT:array_1:20240319T020710Z,Gaia_2531020383537905280,4,1273.7320051044226,-0.005044025162275165,13.185045,3,64,0.046875,1,0.745221066782977,-0.11875607416656016
3608,MeerKAT:array_1:20250731T132801Z,Gaia_5883685152029428864,50,924.995896756649,-0.15636478003053011,13.149473,1,64,0.015625,1,15.469585086289229,-56.26773709695939
380,MeerKAT:array_1:20250715T163334Z,Gaia_6761206894001507584,38,863.9584586173296,-0.10088050324550331,13.1469145,3,64,0.046875,1,18.912764233675997,-30.196480409284213
674,MeerKAT:array_1:20250705T141541Z,Gaia_4668961816798136192,50,871.999803379178,-0.07061635227185231,13.122664,2,64,0.03125,1,4.182928098671695,-65.95403997271916
2265,MeerKAT:array_1:20250719T103545Z,Gaia_4669734567314018688,22,919.9936138987541,0.13618867938142945,13.120665,3,64,0.046875,1,4.141644467778401,-65.49983413739118
15066,MeerKAT:array_1:20240319T020710Z,Gaia_2530999625960439808,35,1562.37300555408,-0.005044025162275165,13.099126,1,64,0.015625,1,0.7686932544052767,-0.3089535554304851
203,MeerKAT:array_1:20250708T083640Z,ex_LEDA_312357,6,863.9642336219549,0.015132075486825495,13.098774,2,64,0.03125,1,4.11525,-65.545556
915,MeerKAT:array_1:20250719T103545Z,Gaia_4669697321357440896,15,876.1997305005789,-0.050440251622751654,13.092084,2,64,0.03125,1,4.107420880784835,-65.94111724977175
2201,MeerKAT:array_1:20250712T092209Z,Gaia_4669720067504380288,12,917.5026034414768,-0.09079245292095298,13.044201,3,64,0.046875,1,4.149975830371698,-65.64818931556401
497,MeerKAT:array_1:20250730T235713Z,Gaia_4669723847075514752,20,863.9904778450727,-0.04035220129820132,13.021632,2,64,0.03125,1,4.113344953987144,-65.80790768750131
374,MeerKAT:array_1:20250715T163334Z,Gaia_6760408820340296576,15,863.9584586173296,-0.10088050324550331,12.939912,3,64,0.046875,1,18.92018083015551,-30.772406989346194
3102,MeerKAT:array_1:20250712T092209Z,Gaia_4669735250212219264,41,924.0567681193352,-0.04035220129820132,12.934701,3,64,0.046875,1,4.1324736222485985,-65.47852355237711
264,MeerKAT:array_1:20250710T123913Z,Gaia_2894219963601044096,50,864.5480097383261,0.04539622646047649,12.918787,2,64,0.03125,1,6.616700425166296,-30.64587814999532
15059,MeerKAT:array_1:20240319T020710Z,Gaia_2543020865760350464,11,1562.1560060083866,-0.005044025162275165,12.915796,2,64,0.03125,1,0.7261650565901477,-0.2852434678886343
2119,MeerKAT:array_1:20250708T105617Z,Gaia_3394353340255816704,4,919.9847744107246,0.015132075486825495,12.881668,1,63,0.015873015873015872,2,5.3378371974485335,16.925593791054954
3587,MeerKAT:array_1:20250731T130553Z,Gaia_5422845400363322624,31,923.9847623258829,0.08070440259640264,12.881036,1,64,0.015625,1,9.36857802932046,-45.888207287788795
34,MeerKAT:array_1:20250701T085314Z,Gaia_4669717078207144576,16,857.6304996907711,-0.03026415097365099,12.852035,1,64,0.015625,1,4.17227561858907,-65.6725713578207
303,MeerKAT:array_1:20250712T092209Z,Gaia_4669686463680117760,36,863.9564942866564,0.10088050324550331,12.848824,4,64,0.0625,1,4.120626951884693,-65.98777240002492
360,MeerKAT:array_1:20250713T220240Z,Gaia_6440682521282895360,51,863.9839136004448,0.035308176135926156,12.797712,2,64,0.03125,1,19.650805172066974,-63.91901586440655
1985,MeerKAT:array_1:20250701T185513Z,ex_LEDA_1907513,22,919.7935917824507,0.03026415097365099,12.759002,1,64,0.015625,1,13.5242232,30.531680000000005
6169,MeerKAT:array_1:20250708T083640Z,Gaia_4669818439435145216,41,960.0418535321951,0.015132075486825495,12.750624,3,64,0.046875,1,4.165123921944731,-65.42808185404816
1965,MeerKAT:array_1:20250701T095804Z,Gaia_4669719277230381952,56,917.5667949616909,-0.1614088051928053,12.748795,1,64,0.015625,1,4.150605078077018,-65.67675329361344
673,MeerKAT:array_1:20250705T141541Z,Gaia_4669720067504380288,47,871.999803379178,-0.07061635227185231,12.6959,2,64,0.03125,1,4.149975830371698,-65.64818931556401
301,MeerKAT:array_1:20250712T092209Z,Gaia_4669684707037310080,30,863.9564942866564,0.10088050324550331,12.685384,4,64,0.0625,1,4.119413033505943,-66.0581205631709
307,MeerKAT:array_1:20250712T092209Z,Gaia_4668965390210943616,49,863.9564942866564,0.10088050324550331,12.667388,4,64,0.0625,1,4.179309435646519,-65.79217371975943
1009,MeerKAT:array_1:20250731T130553Z,Gaia_5422755721446663296,41,879.9854931682348,0.03026415097365099,12.660207,1,64,0.015625,1,9.356339502852032,-45.853495787514824
496,MeerKAT:array_1:20250730T235713Z,Gaia_4669751815902561792,8,863.9666013419628,-0.07061635227185231,12.62012,2,64,0.03125,1,4.087332648132414,-65.70955390215879
2516,MeerKAT:array_1:20250701T095804Z,Gaia_4669812357761441792,58,923.9794512987137,-0.04539622646047649,12.597723,2,64,0.03125,1,4.176019349042368,-65.56923353654236
2268,MeerKAT:array_1:20250719T103545Z,Gaia_4669815106540510848,32,919.9936138987541,0.1311446542191543,12.5912485,3,64,0.046875,1,4.16380532445806,-65.55678540542186
2510,MeerKAT:array_1:20250701T095804Z,Gaia_4669731062620671616,6,923.1665914952755,-0.15132075486825497,12.581196,4,64,0.0625,1,4.112367794040065,-65.55399840996427
2202,MeerKAT:array_1:20250712T092209Z,Gaia_4669719895705672448,34,917.5026034414768,-0.09079245292095298,12.578592,3,64,0.046875,1,4.146941409302808,-65.68543763760889
382,MeerKAT:array_1:20250715T163334Z,Gaia_6761211700039304576,53,863.9584586173296,-0.10088050324550331,12.569674,3,64,0.046875,1,18.91618922390948,-30.119089553277767
241,MeerKAT:array_1:20250709T043236Z,Gaia_4668963534785059072,14,863.9990701973438,-0.005044025162275165,12.533278,2,64,0.03125,1,4.17853428665187,-65.85571738181949
