row,obsid,sourceName,beam,frequency,driftRate,snr,n_beams,n_obs_at_freq,ra,dec
186662,MeerKAT:array_1:20250713T145219Z,Gaia_6441840616264013056,42,625.0280842781067,-0.0040743422744974,15.152606,1,3,19.69064750423485,-63.19333179876508
242242,MeerKAT:array_1:20250715T143518Z,ex_CRTS_J142054.6-244720,5,677.9615502357483,-0.0040743422744974,15.148528,2,3,14.348513,-24.788937
125929,MeerKAT:array_1:20250715T141354Z,ex_LEDA_705243,32,660.8565350174904,0.0468549361567201,15.146038,4,1,15.185333333333334,-31.430556
137779,MeerKAT:array_1:20250723T043540Z,Gaia_4654728363919209216,33,671.8237598538399,0.0162973690979896,15.137968,4,2,4.971358489838596,-70.5294178525099
155320,MeerKAT:array_1:20250715T053823Z,Gaia_4668929587363446528,5,551.3878483176231,0.0040743422744974,15.111045,1,1,4.167158993843997,-66.15682369441573
105522,MeerKAT:array_1:20250715T135202Z,ex_ASASSN-V_J153339.10-330721.1,27,636.2808957099915,-0.059077962980212305,15.0891905,1,1,15.560860000000002,-33.12252
1408,MeerKAT:array_1:20250704T054305Z,Gaia_6441472172494571264,15,551.999394595623,-0.012223026823492201,15.0814,3,1,19.594985411343522,-63.44894451938997
87082,MeerKAT:array_1:20250715T143518Z,ex_LEDA_790719,13,615.9901638627052,0.0366690804704766,15.065413,3,1,14.328142666666668,-24.366645
133590,MeerKAT:array_1:20250715T133052Z,ex_ASASSN-V_J151621.88-264940.6,9,677.9615340232849,-0.0713009898037045,15.062831,1,2,15.272743333333333,-26.82794
133588,MeerKAT:array_1:20250715T133052Z,ex_CRTS_J151358.5-264237,8,677.9615299701691,-0.028520395921481805,15.053048,4,2,15.232940066666666,-26.710345
24017,MeerKAT:array_1:20250715T130947Z,ex_ASASSN-V_J160920.92-603249.5,55,559.2503418326378,0.0101858556862435,15.051754,3,2,16.155827333333335,-60.547129999999996
40530,MeerKAT:array_1:20250713T192439Z,Gaia_5820191344828729984,38,575.9937856793404,-0.012223026823492201,15.049473,1,2,15.519207244213806,-68.96275386151535
139239,MeerKAT:array_1:20250731T221802Z,Gaia_4669055962481346816,1,675.0237789154053,-0.030557567058730504,15.038372,4,1,4.211753240265709,-65.74439705641561
133650,MeerKAT:array_1:20250715T133052Z,Gaia_6214377842600673024,48,677.9615299701691,-0.024446053646984402,15.03799,3,2,15.282533320416032,-26.313306134676974
40439,MeerKAT:array_1:20250713T192439Z,Gaia_5820020851804096640,4,575.9937877058983,-0.020371711372487,15.037346,3,2,15.693507264896876,-69.19960036087583
59438,MeerKAT:array_1:20250715T141354Z,ex_ATO_J228.3894-30.8299,6,587.1293678283691,0.0427805938822227,15.035565,3,2,15.225964866666668,-30.829888
184512,MeerKAT:array_1:20250715T143518Z,ex_LEDA_789637,15,615.9901638627052,0.0040743422744974,15.00903,3,1,14.333972199999998,-24.470556
133752,MeerKAT:array_1:20250715T135202Z,ex_CRTS_J153330.1-324437,8,673.1444990634918,-0.0835240166271967,15.000575,1,1,15.5583856,-32.743104
133574,MeerKAT:array_1:20250715T133052Z,J1516_4-2640,0,677.9615299701691,-0.0264832247842331,14.992801,4,2,15.270999999999999,-26.699
134720,MeerKAT:array_1:20250715T143518Z,Gaia_6272612720048519296,63,677.9615492224693,0.006111513411746101,14.988753,4,3,14.373972710596426,-24.688785172696818
105013,MeerKAT:array_1:20250715T124827Z,ex_IC_4218,3,633.7495455145836,-0.024446053646984402,14.977386,3,1,13.284281866666666,-2.261308
134692,MeerKAT:array_1:20250715T143518Z,Gaia_6272819668752560768,46,677.9615421295166,0.044817765019471406,14.975431,3,4,14.353590501517571,-24.42556608998318
89450,MeerKAT:array_1:20250723T030515Z,ex_BSDL_2813,3,615.67118871212,0.0264832247842331,14.972034,3,1,5.687058333333334,-70.276639
133600,MeerKAT:array_1:20250715T133052Z,ex_ASASSN-V_J151705.74-262026.7,17,677.9615188241005,0.038706251607725305,14.969549,3,4,15.284928000000003,-26.34075
105917,MeerKAT:array_1:20250715T141354Z,Gaia_6210627958192734976,61,636.2808176875114,0.022408882509735703,14.959495,2,1,15.215066299639737,-31.72900773620107
1433,MeerKAT:array_1:20250704T054305Z,Gaia_6441084976897929344,40,551.999394595623,-0.012223026823492201,14.942328,3,1,19.687254590723445,-63.44482540222613
182710,MeerKAT:array_1:20250710T060816Z,Gaia_5599207305983174784,12,607.1924280524254,0.0040743422744974,14.928925,2,1,7.590481221722233,-30.589835698953372
80221,MeerKAT:array_1:20250715T135202Z,Gaia_6014445465704029440,57,611.7051733136177,0.06722664752920711,14.920841,2,1,15.567377533650458,-33.73972114701615
24025,MeerKAT:array_1:20250715T130947Z,ex_ASASSN-V_J161116.12-604453.7,63,559.2503408193588,0.0835240166271967,14.915536,2,2,16.18782,-60.74814
134100,MeerKAT:array_1:20250715T135202Z,ex_LEDA_679077,47,678.3023352026939,0.0081486845489948,14.896964,2,2,15.593777799999998,-33.234722
111583,MeerKAT:array_1:20250704T054305Z,Gaia_6441467778743186048,11,647.2235252261162,-0.012223026823492201,14.866508,1,1,19.601384808369808,-63.53672867649664
94444,MeerKAT:array_1:20250713T184021Z,Gaia_6441470664961445632,57,625.0283467173576,0.0325947381959792,14.85328,2,1,19.609381558181852,-63.42874770622152
29903,MeerKAT:array_1:20250705T192701Z,ex_GALEX_J191616.3-314323,17,563.9721113443375,-0.014260197960740902,14.83979,4,1,19.271196933333332,-31.723143000000004
126140,MeerKAT:array_1:20250717T054309Z,Gaia_4669683302584135808,11,660.856153011322,-0.07741250321545061,14.823342,3,1,4.12382272139657,-66.1127369871753
133390,MeerKAT:array_1:20250715T130947Z,ex_V0498_Nor,40,677.9615542888641,-0.014260197960740902,14.82174,4,3,16.120763866666667,-60.125361
133388,MeerKAT:array_1:20250715T130947Z,ex_ASASSN-V_J160714.74-600731.2,39,677.9615542888641,-0.014260197960740902,14.812064,4,3,16.120761333333334,-60.12532999999999
133610,MeerKAT:array_1:20250715T133052Z,ex_LEDA_766727,24,677.9615238904953,0.0101858556862435,14.80932,1,4,15.31033333333333,-26.543611000000002
136001,MeerKAT:array_1:20250719T053812Z,Gaia_4669823181079076992,63,673.8900910019875,0.0162973690979896,14.802414,1,1,4.1893923223896685,-65.28954931382683
133333,MeerKAT:array_1:20250715T130947Z,J1611_6-6013,0,677.9615553021431,-0.06722664752920711,14.801055,3,4,16.186066666666665,-60.174
134700,MeerKAT:array_1:20250715T143518Z,Gaia_6272523139914195584,51,677.9615461826324,0.0325947381959792,14.799118,1,3,14.352185414632133,-24.80812317138757
