cluster,n,frac_rfi_label,frac_confined,median_freq_mhz,freq_span_mhz,median_snr,median_abs_drift,median_bandwidth_hz,median_n_beams,n_obs
83,2324,0.4724612736660929,0.2452667814113597,950.4426638036966,744.8911176919937,14.6843505,0.06052830194730198,14.349818229675293,25.0,95
206,2318,0.48360655737704916,0.24158757549611734,950.4054180532694,846.4021256715059,15.047086499999999,0.06557232710957715,15.944242477416992,28.0,95
40,2315,0.45701943844492443,0.24146868250539957,950.5068266242743,846.3365470021963,14.741865,0.06052830194730198,15.944242477416992,23.0,94
253,2311,0.48593682388576376,0.22717438338381654,950.4704243242741,846.5622361600399,14.711987,0.06052830194730198,14.349818229675293,30.0,97
184,2307,0.47767663632423063,0.2518422193324664,950.4651563465595,841.4551167190075,14.993777,0.06557232710957715,14.349818229675293,27.0,94
307,2306,0.4666088464874241,0.25368603642671295,950.4426653981209,841.4896391928196,14.6740755,0.06052830194730198,14.349818229675293,25.0,94
301,2304,0.4900173611111111,0.22786458333333334,950.4548244774342,841.1896929144859,15.216377999999999,0.06052830194730198,14.349818229675293,30.0,93
193,2303,0.48024316109422494,0.24706904038211028,950.4548005610704,841.2508071959019,14.988029,0.06052830194730198,14.349818229675293,27.0,95
155,2302,0.4582971329278888,0.2476107732406603,950.4305820539594,841.4896344095469,15.196425,0.06052830194730198,15.944242477416992,23.0,92
44,2297,0.4888985633434915,0.23378319547235524,950.4756747633219,819.9040447026491,15.317129,0.06052830194730198,15.944242477416992,29.0,93
118,2295,0.4662309368191721,0.2514161220043573,950.4097325652838,840.5892582535744,15.496689,0.06557232710957715,14.349818229675293,26.0,91
262,2294,0.47515257192676547,0.24760244115082825,950.4756341055036,841.4820959717035,15.124376999999999,0.06052830194730198,14.349818229675293,26.0,94
315,2294,0.481691368788143,0.23496076721883175,950.4877700656652,841.2508056014776,15.213454,0.06052830194730198,14.349818229675293,28.0,96
142,2294,0.486050566695728,0.23060156931124673,950.4305366128683,840.7691778689623,15.002260499999998,0.06052830194730198,14.349818229675293,29.0,94
329,2292,0.46160558464223383,0.24214659685863874,950.4426398873329,846.5637636184692,14.935815999999999,0.06052830194730198,15.944242477416992,25.0,95
341,2291,0.46486250545613267,0.22741161065037102,950.4652392566204,841.0907014906406,15.408374,0.06557232710957715,15.944242477416992,25.0,95
274,2289,0.47575360419397117,0.22935779816513763,950.5068138688803,841.2252693027258,15.814772,0.06052830194730198,15.944242477416992,26.0,94
318,2288,0.47596153846153844,0.23601398601398602,950.4305429905653,841.2162879109383,15.092962,0.06052830194730198,14.349818229675293,28.0,95
282,2287,0.4871010056843026,0.22562308701355488,950.4548260718584,841.216286316514,15.063759,0.06052830194730198,15.944242477416992,30.0,95
24,2286,0.479002624671916,0.2410323709536308,950.4756771549582,846.8557632863522,15.2179,0.06052830194730198,14.349818229675293,26.0,93
325,2286,0.4846894138232721,0.24934383202099739,950.4548053443432,846.5622329711914,15.055340999999999,0.06052830194730198,14.349818229675293,27.0,95
175,2285,0.499781181619256,0.23544857768052516,950.4548196941614,840.8303463608027,14.696154,0.06052830194730198,15.944242477416992,31.0,94
276,2285,0.48577680525164113,0.23282275711159736,951.4312706142664,841.0250781774521,15.163139,0.06557232710957715,15.944242477416992,28.0,95
305,2285,0.500218818380744,0.22450765864332603,950.4010923802853,846.5011075288057,14.758456,0.06557232710957715,15.944242477416992,32.0,93
271,2284,0.46716287215411556,0.2434325744308231,950.4305772706866,846.5026509314775,15.341198,0.06052830194730198,14.349818229675293,26.0,92
355,2281,0.4743533537921964,0.25822007891275756,950.4756651967764,827.3792556524277,15.169999,0.06052830194730198,14.349818229675293,26.0,92
54,2281,0.4734765453748356,0.24375274002630426,950.4548308551311,840.969163313508,14.76768,0.06557232710957715,14.349818229675293,27.0,93
51,2281,0.49145111793073215,0.23498465585269618,950.4426558315754,846.3319231718779,14.647673,0.06052830194730198,15.944242477416992,30.0,95
335,2281,0.4949583516001754,0.23060061376589217,950.430592417717,840.6302811950445,15.694831,0.06052830194730198,14.349818229675293,30.0,93
183,2279,0.47871873628784556,0.24747696358051777,951.4451452940702,840.5293477624655,15.521793,0.06052830194730198,15.944242477416992,28.0,96
102,2277,0.4743083003952569,0.2490118577075099,950.4097644537687,841.464098110795,14.259776,0.06052830194730198,14.349818229675293,25.0,93
161,2277,0.4839701361440492,0.22661396574440051,950.4877700656652,841.216286316514,15.15916,0.06052830194730198,14.349818229675293,28.0,93
10,2277,0.46596398770311814,0.2507685551163812,950.4548069387674,846.5011186897755,14.288646,0.06557232710957715,14.349818229675293,25.0,95
201,2277,0.4883618796662275,0.23847167325428195,950.4097182154655,841.2252693027258,15.376618,0.06052830194730198,14.349818229675293,29.0,94
343,2276,0.46572934973637964,0.24560632688927944,950.4426940977573,841.4551167190075,15.0749995,0.06052830194730198,15.944242477416992,24.5,94
129,2276,0.47144112478031636,0.23330404217926187,950.4305708929896,846.3654571026564,15.0780195,0.06052830194730198,14.349818229675293,24.0,93
197,2276,0.4802284710017575,0.2469244288224956,950.4548204913735,819.9040431082249,14.8492235,0.06052830194730198,14.349818229675293,28.0,94
151,2276,0.47934973637961337,0.23725834797891038,950.4548404216766,841.1896945089102,15.477817,0.06052830194730198,15.944242477416992,28.0,94
216,2273,0.48306203255609326,0.24769027716674,950.4426622092724,840.9515895694494,14.800329,0.06052830194730198,14.349818229675293,28.0,93
309,2273,0.4610646722393313,0.2551693796744391,950.4305621236563,841.4896360039711,15.331128,0.06052830194730198,14.349818229675293,25.0,94
188,2273,0.4821821381434228,0.225692916849978,950.4426478594542,841.0907078683376,15.534001,0.06052830194730198,15.944242477416992,28.0,94
7,2273,0.4764628244610647,0.23185217773867137,950.4877573102713,841.4551167190075,15.729336,0.06052830194730198,15.944242477416992,25.0,94
147,2272,0.4735915492957746,0.2442781690140845,950.4600119367242,846.8345941156149,15.408676,0.06052830194730198,14.349818229675293,26.0,96
186,2272,0.491637323943662,0.2460387323943662,950.4366129636765,840.9515911638737,15.16066475,0.06052830194730198,15.944242477416992,29.0,94
346,2272,0.46830985915492956,0.2460387323943662,950.4305900260806,840.8251708596945,15.368378499999999,0.06052830194730198,14.349818229675293,25.0,94
69,2271,0.5059445178335535,0.2263320123293703,950.4426988810301,841.4896360039711,15.208008,0.06557232710957715,15.944242477416992,32.0,94
156,2271,0.47864376926464114,0.23029502421840597,950.4426685869694,846.8557632863522,14.604961,0.06052830194730198,14.349818229675293,27.0,94
126,2271,0.48833113166006165,0.2404227212681638,950.5068409740925,846.7946490049362,14.82927,0.06052830194730198,14.349818229675293,29.0,94
242,2270,0.47400881057268723,0.23788546255506607,950.4651651158929,841.2162879109383,15.5580255,0.06052830194730198,15.944242477416992,25.0,95
204,2270,0.4775330396475771,0.2409691629955947,950.4651762768626,846.5957653075457,14.658905,0.06052830194730198,14.349818229675293,27.0,96
28,2269,0.4601145879241957,0.24944909651829,950.4548165053129,841.4896375983953,14.591228,0.06052830194730198,15.944242477416992,23.0,94
209,2269,0.4750991626267078,0.2362274129572499,950.428835362196,846.262281909585,15.173131,0.06052830194730198,14.349818229675293,26.0,94
144,2266,0.46293027360988526,0.2533097969991174,950.4651970043778,841.2508071959019,15.009585999999999,0.06557232710957715,14.349818229675293,24.0,93
127,2265,0.4847682119205298,0.23002207505518762,950.4426526427269,846.8025924265385,15.767574,0.06052830194730198,15.944242477416992,28.0,94
337,2264,0.4902826855123675,0.22968197879858657,950.4548268690705,846.8010538071394,14.6900435,0.06557232710957715,15.944242477416992,30.0,92
86,2263,0.4768007070260716,0.24083075563411402,950.4548069387674,841.1896929144859,15.582409,0.06557232710957715,15.944242477416992,27.0,95
297,2262,0.47568523430592397,0.22944297082228116,950.4305637180805,841.4551167190075,15.186533,0.05548427678502682,14.349818229675293,26.0,93
0,2261,0.4807607253427687,0.24546660769570985,950.430554151535,827.3792428970337,15.324822,0.06557232710957715,14.349818229675293,27.0,94
74,2260,0.46592920353982303,0.2517699115044248,950.4548340439796,846.8025908321142,14.998083999999999,0.06557232710957715,14.349818229675293,24.5,95
140,2260,0.46194690265486726,0.2491150442477876,950.4548372328281,841.0640044510365,14.9128285,0.06557232710957715,15.944242477416992,24.0,92
38,2259,0.4807436918990704,0.2222222222222222,950.4548196941614,841.2508056014776,14.513928,0.06052830194730198,14.349818229675293,28.0,95
114,2259,0.47897299690128375,0.2412571934484285,950.4426717758179,841.4551167190075,15.03712,0.06052830194730198,14.349818229675293,27.0,94
100,2259,0.482514386896857,0.24435590969455512,950.4097580760717,841.0205053687096,15.078895,0.06052830194730198,14.349818229675293,28.0,95
138,2258,0.4946855624446413,0.2325066430469442,950.4097373485565,819.2383614182472,15.204837999999999,0.06052830194730198,15.944242477416992,30.0,93
19,2258,0.47785651018600533,0.23029229406554472,950.4305788651109,846.5026509314775,14.80896475,0.06557232710957715,15.944242477416992,27.0,94
134,2257,0.4847142224191405,0.23659725299069562,950.4652169346809,841.0251196324825,15.055552,0.06052830194730198,14.349818229675293,28.0,94
226,2256,0.46675531914893614,0.24423758865248227,950.4756412804127,840.7692320793867,15.651309,0.06557232710957715,14.349818229675293,24.0,93
234,2256,0.46808510638297873,0.24157801418439717,950.4547870084643,841.2252693027258,15.084103500000001,0.06052830194730198,14.349818229675293,24.0,94
229,2256,0.4698581560283688,0.24202127659574468,950.465191423893,846.563762024045,15.123716,0.06305031452843957,14.349818229675293,26.5,94
240,2256,0.4858156028368794,0.2375886524822695,951.0651668906212,845.9680946916342,14.972386499999999,0.06557232710957715,15.944242477416992,30.0,93
45,2254,0.49600709849157054,0.22803904170363798,950.4097421318293,846.3364880084991,14.939070749999999,0.06052830194730198,15.944242477416992,30.0,93
110,2253,0.46915224145583667,0.237017310252996,950.430541396141,841.4551167190075,14.807863,0.06052830194730198,14.349818229675293,24.0,93
255,2253,0.4731469152241456,0.23746116289391922,950.4651754796505,827.1535505503416,14.811123,0.06052830194730198,15.944242477416992,26.0,96
248,2253,0.48246782068353306,0.22991566799822458,950.4097485095263,827.6181099712849,14.98814,0.06557232710957715,15.944242477416992,29.0,91
290,2252,0.4715808170515098,0.24200710479573712,950.4548523798585,846.8010601848364,15.1685405,0.06052830194730198,14.349818229675293,25.0,96
18,2252,0.4920071047957371,0.24600355239786856,950.4366233274341,827.3181254267693,14.794536999999998,0.06052830194730198,14.349818229675293,30.0,95
331,2251,0.4611283873833852,0.23411816970235452,950.4426462650299,846.3151051849127,14.804535,0.06557232710957715,14.349818229675293,25.0,94
172,2250,0.48133333333333334,0.24355555555555555,950.4877541214228,819.3753798604012,15.535791,0.06052830194730198,15.944242477416992,27.0,95
21,2250,0.47955555555555557,0.24044444444444443,950.4548332467675,841.0906998962164,14.8887875,0.06557232710957715,15.147030353546143,27.0,95
2,2250,0.4693333333333333,0.24755555555555556,950.5182785764337,846.563762024045,15.046026000000001,0.06052830194730198,14.349818229675293,26.0,95
60,2249,0.4828812805691418,0.23566029346376166,950.4426701813936,827.3792731910944,15.020667,0.06052830194730198,15.944242477416992,28.0,94
363,2249,0.493552690084482,0.21965317919075145,951.0556960105896,846.6086386889219,14.690633,0.06052830194730198,15.944242477416992,30.0,95
158,2248,0.4915480427046263,0.2304270462633452,950.4548013582826,841.0907062739134,14.383341000000001,0.06557232710957715,14.349818229675293,30.0,93
88,2248,0.47820284697508897,0.2526690391459075,950.4548388272524,841.0250829607248,15.293812,0.06052830194730198,14.349818229675293,26.0,94
366,2247,0.5006675567423231,0.2345349354695149,950.409759670496,841.4896360039711,14.732538,0.06052830194730198,14.349818229675293,32.0,95
212,2247,0.48509123275478416,0.22385402759234535,950.4651946127415,846.802595615387,14.66612,0.06052830194730198,15.944242477416992,28.0,95
177,2246,0.47105966162065893,0.26001780943900266,950.3907174617052,846.5346510261297,15.095371,0.06052830194730198,14.349818229675293,26.0,95
64,2245,0.48953229398663695,0.24988864142538975,950.4635140895844,841.0106709599495,15.156445,0.06052830194730198,14.349818229675293,29.0,94
79,2244,0.4750445632798574,0.24732620320855614,950.4426940977573,846.8345941156149,14.502939000000001,0.06557232710957715,14.349818229675293,28.0,95
92,2244,0.4893048128342246,0.232620320855615,950.4548340439796,841.2508103847504,14.892628,0.06557232710957715,14.349818229675293,29.5,92
121,2243,0.47659384752563533,0.23138653588943378,950.4426845312119,846.3334586024284,15.122609,0.06052830194730198,15.944242477416992,27.0,95
284,2243,0.4850646455639768,0.2425323227819884,950.4305525571108,841.4551167190075,15.043944,0.06052830194730198,14.349818229675293,29.0,94
191,2242,0.4870651204281891,0.24665477252453166,950.4600103422999,841.017212882638,15.0538665,0.06052830194730198,15.944242477416992,29.0,93
48,2242,0.47145405887600356,0.25512934879571814,950.4946707338095,841.0250797718763,15.2055705,0.06052830194730198,15.944242477416992,26.0,94
180,2241,0.46987951807228917,0.24765729585006693,950.4756859242916,845.7756955176592,14.745584,0.06557232710957715,15.944242477416992,25.0,93
15,2241,0.48148148148148145,0.24007139669790273,950.4704322963953,841.216286316514,14.504437,0.06052830194730198,14.349818229675293,27.0,94
327,2240,0.4772321428571429,0.246875,950.4427092447877,846.8010569959879,14.9373375,0.06557232710957715,14.349818229675293,27.5,93
4,2239,0.4738722644037517,0.23403305046895936,950.4547862112522,841.4551167190075,14.988625,0.06052830194730198,15.944242477416992,25.0,93
70,2239,0.4769986601161233,0.2518981688253685,950.4305716902018,846.5637636184692,15.404761,0.06052830194730198,14.349818229675293,26.0,95
257,2239,0.4819115676641358,0.2367128182224207,950.4548021554947,846.7946490049362,15.219528,0.06052830194730198,14.349818229675293,27.0,93
358,2238,0.4736371760500447,0.24039320822162646,950.4305708929896,841.4896391928196,14.86951,0.06557232710957715,14.349818229675293,26.0,94
97,2238,0.46961572832886506,0.25915996425379806,950.3906600624323,841.4896360039711,14.859676499999999,0.06052830194730198,15.944242477416992,26.0,95
34,2237,0.47429593205185516,0.23781850692892267,950.4651706963778,841.2162879109383,15.277933,0.06052830194730198,15.944242477416992,26.0,95
77,2236,0.48881932021466906,0.23792486583184258,950.4548460021615,743.5957293063402,14.9386735,0.06052830194730198,14.349818229675293,28.5,92
12,2235,0.4720357941834452,0.23847874720357942,950.4426765590906,846.8025908321142,14.974788,0.06052830194730198,14.349818229675293,26.0,92
349,2235,0.4818791946308725,0.24340044742729305,950.4305844455957,841.1896929144859,15.410721,0.06052830194730198,14.349818229675293,26.0,91
95,2233,0.4867890729959696,0.23734885803851322,950.4548228830099,841.0701429843903,15.037265,0.06052830194730198,15.944242477416992,29.0,94
320,2233,0.4894760412001791,0.22660098522167488,950.4756317138672,846.8010601848364,14.617827,0.06557232710957715,15.944242477416992,30.0,93
238,2230,0.484304932735426,0.23811659192825113,950.4548547714949,846.5622249990702,15.348691500000001,0.06557232710957715,14.349818229675293,28.5,94
272,2230,0.45829596412556056,0.2502242152466368,950.4652145430446,841.464098110795,14.6469955,0.06052830194730198,15.944242477416992,22.0,92
165,2230,0.484304932735426,0.23856502242152466,950.4600079506636,846.8345941156149,14.959997999999999,0.06052830194730198,15.944242477416992,29.0,93
26,2227,0.4773237539290525,0.2397844634036821,950.4011178910732,846.5622249990702,15.435248,0.06052830194730198,15.944242477416992,27.0,93
