file,row,obsid,sourceName,frequency,driftRate,snr,n_beams,f12_bandwidth_hz
lband_short_clean,457927,MeerKAT:array_1:20250706T104412Z,Gaia_4802826807724590848,934.8011466860771,0.0,29.521978,3,22.32193946838379
lband_short_clean,459712,MeerKAT:array_1:20250706T104412Z,Gaia_4802416827326117504,934.8306132405996,0.0,21.999866,1,35.07733345031738
lband_short_clean,461440,MeerKAT:array_1:20250706T104412Z,Gaia_4802448025968408960,934.8652186244726,0.0,21.145388,1,1.5944242477416992
lband_short_clean,460896,MeerKAT:array_1:20250706T104412Z,Gaia_4802509942216919424,934.783730790019,0.0,9.25347,1,9.566545486450195
