file,row,family,obsid,sourceName,frequency,driftRate,snr,n_beams
lband_short,467616,16,MeerKAT:array_1:20250731T021904Z,ex_SDSS_J002308.74+002239.7,887.989810615778,-0.020501521627311965,42.252934,64
lband_short,63859,16,MeerKAT:array_1:20250701T065749Z,Gaia_2536449875034918016,924.9920733273029,-0.07175532569559187,42.245136,64
lband_short,465688,16,MeerKAT:array_1:20250719T023034Z,ex_2MASX_J23415559-3453000,887.9898951202631,-0.010250760813655982,42.24507,64
lband_short,458017,16,MeerKAT:array_1:20250719T113106Z,Gaia_2992991910622366592,872.1318009793758,0.010250760813655982,42.244305,64
lband_short,27861,16,MeerKAT:array_1:20250711T103939Z,Gaia_4790701015535670016,872.0093029588461,-0.04100304325462393,42.24226,64
lband_short,435166,16,MeerKAT:array_1:20250702T232759Z,Gaia_6891266887470000640,863.9906627982855,-0.010250760813655982,42.241146,64
lband_short,467661,16,MeerKAT:array_1:20250731T021904Z,ex_PGC1164118,887.989810615778,-0.020501521627311965,42.238888,64
lband_short,466635,16,MeerKAT:array_1:20250719T033518Z,Gaia_2311920731535030144,887.9898648262024,-0.020501521627311965,42.23848,64
lband_short,35702,16,MeerKAT:array_1:20250701T195047Z,Gaia_1315518628449166976,887.9908980131149,-0.07175532569559187,42.237488,64
lband_short,36143,16,MeerKAT:array_1:20250701T202312Z,Gaia_1315902392366763904,887.9908071309328,-0.03075228244096795,42.2374,64
lband_short,445835,16,MeerKAT:array_1:20250731T014621Z,Gaia_2546786074610887168,863.9842548072338,0.020501521627311965,42.236725,64
lband_short,14109,16,MeerKAT:array_1:20250705T151001Z,Gaia_5223769126405038336,875.0019942224026,-0.10250760813655982,42.23643,9
lband_short,17740,14,MeerKAT:array_1:20250706T145226Z,Gaia_4802449640876094976,871.6117970496416,-0.07175532569559187,42.23601,64
lband_short,464775,16,MeerKAT:array_1:20250719T011200Z,Gaia_2311893660356547840,887.9780389815569,0.020501521627311965,42.233246,64
lband_short,38276,16,MeerKAT:array_1:20250703T004724Z,Gaia_6891277607708390528,887.9785683304071,-0.03075228244096795,42.229202,64
lband_short,35614,14,MeerKAT:array_1:20250701T195047Z,Gaia_1315588447437586560,887.9908980131149,-0.07175532569559187,42.227554,64
lband_short,83429,16,MeerKAT:array_1:20250706T124159Z,Gaia_4802461941662531968,924.9965775758028,-0.0615045648819359,42.221554,60
lband_short,42224,16,MeerKAT:array_1:20250716T163236Z,ex_ICRF_J112027.8+142054,887.9908693134785,-0.0615045648819359,42.220615,64
lband_short,435335,16,MeerKAT:array_1:20250702T232759Z,ex_LEDA_958071,863.9906627982855,-0.010250760813655982,42.218807,64
lband_short,68126,16,MeerKAT:array_1:20250705T151001Z,Gaia_5223770779972977920,924.9954598844051,-0.1127583689502158,42.217953,64
lband_short,83255,16,MeerKAT:array_1:20250706T124159Z,Gaia_4802418098636344704,924.9965775758028,-0.0615045648819359,42.21782,60
lband_short,42124,14,MeerKAT:array_1:20250716T163236Z,J1120+1420,887.9908693134785,-0.0615045648819359,42.21637,64
lband_short,444522,16,MeerKAT:array_1:20250719T033518Z,ex_2dFGRS_TGS544Z220,863.9642113000154,-0.020501521627311965,42.216167,58
lband_short,27877,16,MeerKAT:array_1:20250711T103939Z,Gaia_4814706515465897856,872.0093029588461,-0.04100304325462393,42.214367,64
lband_short,18179,13,MeerKAT:array_1:20250708T092055Z,Gaia_2973828969136462592,871.9707338362932,-0.15376141220483974,42.214027,51
lband_short,45783,16,MeerKAT:array_1:20250731T171238Z,ex_LEDA_1792486,887.9782255291939,-0.04100304325462393,42.213875,64
lband_short,543248,16,MeerKAT:array_1:20250701T144521Z,Gaia_3610246227939989888,924.9907308220863,-0.010250760813655982,42.210827,64
lband_short,35952,14,MeerKAT:array_1:20250701T202312Z,Gaia_1315966507638569344,887.9908071309328,-0.03075228244096795,42.210503,64
lband_short,9723,16,MeerKAT:array_1:20250731T025147Z,Gaia_2546839744522241792,863.9784925580025,-0.08200608650924786,42.2105,64
lband_short,28750,13,MeerKAT:array_1:20250711T120252Z,Gaia_4814704144643944448,874.9907806366682,-0.13325989057752777,42.208645,58
lband_short,35992,16,MeerKAT:array_1:20250701T202312Z,Gaia_1315531410271884544,887.9908071309328,-0.03075228244096795,42.2081,64
lband_short,454099,16,MeerKAT:array_1:20250708T115647Z,Gaia_2973829828129917696,872.1318009793758,0.020501521627311965,42.207798,64
lband_short,12100,13,MeerKAT:array_1:20250701T080259Z,Gaia_2536490041569114752,874.9920370429754,-0.13325989057752777,42.20666,64
lband_short,113587,16,MeerKAT:array_1:20250712T021129Z,Gaia_4216772610316634752,924.9986774325371,0.05125380406827991,42.205784,63
lband_short,35980,16,MeerKAT:array_1:20250701T202312Z,Gaia_1315525122439731968,887.9908071309328,-0.03075228244096795,42.2046,64
lband_short,461323,16,MeerKAT:array_1:20250708T190600Z,ex_Gaia_DR2_4083719054673148288,887.9903734475374,-0.010250760813655982,42.201492,62
lband_short,29754,14,MeerKAT:array_1:20250713T073717Z,Gaia_5096284262153916800,874.9929857254028,-0.26651978115505554,42.201225,64
lband_short,466596,16,MeerKAT:array_1:20250719T033518Z,Gaia_2311987565521818752,887.9898648262024,-0.020501521627311965,42.201176,64
lband_short,435128,16,MeerKAT:array_1:20250702T232759Z,Gaia_6891320626100854016,863.9906627982855,-0.010250760813655982,42.200764,64
lband_short,9321,16,MeerKAT:array_1:20250731T014621Z,Gaia_2546789544944459904,863.9461927115917,0.03075228244096795,42.200455,64
lband_short,45797,16,MeerKAT:array_1:20250731T171238Z,ex_2MASX_J16102023+2639222,887.9782255291939,-0.04100304325462393,42.199192,64
lband_short,460678,16,MeerKAT:array_1:20250702T234223Z,Gaia_6891319938906079744,888.0005251467228,-0.020501521627311965,42.193047,64
lband_short,103681,16,MeerKAT:array_1:20250711T085603Z,Gaia_4814722595823458688,925.0032869130373,-0.09225684732290385,42.188644,56
lband_short,466351,16,MeerKAT:array_1:20250719T033518Z,ex_2dFGRS_TGS543Z005,887.9898648262024,-0.020501521627311965,42.1876,64
