file,row,id,obsid,sourceName,beam,frequency,driftRate,snr,n_beams,beam_frac,weak_label,rfi_score,verdict
lband_long,134276,20985162,MeerKAT:array_1:20250707T231708Z,Gaia_6440692481309881728,5,959.6977911293507,-0.02017610064910066,14.686617,40,0.625,1,0.003148653334139953,shortlist
lband_short,309808,26029333,MeerKAT:array_1:20250712T010545Z,Gaia_4216979043623546496,40,959.8260625600815,0.09225684732290385,33.268677,36,0.5625,1,0.0031597302200127354,shortlist
uhf_long,32351,987638,MeerKAT:array_1:20250715T135202Z,ex_LEDA_679077,47,562.5537295341492,-0.0529664495684662,15.056546,44,0.6875,1,0.0031920141151774964,shortlist
uhf_long,116796,34828581,MeerKAT:array_1:20250715T124827Z,ex_[VV2006]_J131712.9-014118,20,648.5687087774277,-0.059077962980212305,59.45741,59,0.921875,1,0.003214988654831127,shortlist
lband_long,177044,31534969,MeerKAT:array_1:20250722T155604Z,Gaia_6440638639601865344,22,950.3074614107609,-0.050440251622751654,13.321114,34,0.53125,1,0.0032212005955156112,shortlist
lband_short,167803,17897187,MeerKAT:array_1:20250706T022717Z,Gaia_2546789201347075968,38,951.6035258322954,0.1230091297638718,99.766235,33,0.515625,1,0.003234647553594801,shortlist
lband_short,308823,26028009,MeerKAT:array_1:20250712T010545Z,Gaia_4216760309529984640,3,959.8260625600815,0.09225684732290385,31.39067,36,0.5625,1,0.0032397728642023296,shortlist
uhf_long,51674,1246580,MeerKAT:array_1:20250702T175345Z,Gaia_6117429538697884160,41,580.046847820282,0.05092927843121751,13.032352,64,1.0,1,0.0032650983474124527,shortlist
lband_short,308979,26028219,MeerKAT:array_1:20250712T010545Z,Gaia_4216773675466249728,9,959.8121958523989,0.09225684732290385,20.88926,32,0.5,1,0.0032713515520407885,shortlist
lband_long,275132,35826993,MeerKAT:array_1:20240319T020710Z,Gaia_2531009732019003776,40,1248.6045231074095,-0.20680503165328176,7.1048684,43,0.671875,1,0.0032793681918364417,shortlist
lband_short,309470,26028868,MeerKAT:array_1:20250712T010545Z,Gaia_4216933929286962560,27,959.8260625600815,0.09225684732290385,29.335238,36,0.5625,1,0.0032826422796348805,shortlist
lband_long,194966,33075130,MeerKAT:array_1:20250731T141132Z,Gaia_5931558639906758272,29,950.4011067301035,0.06557232710957715,51.699,34,0.53125,1,0.003286344401602404,shortlist
lband_long,134350,20985332,MeerKAT:array_1:20250707T231708Z,Gaia_6440686781890332032,22,959.6977911293507,-0.02017610064910066,14.042919,40,0.625,1,0.003286365926389395,shortlist
lband_short,281492,24368830,MeerKAT:array_1:20250711T095125Z,Gaia_4790682942313320064,21,950.3958786129951,-0.09225684732290385,17.92081,33,0.515625,1,0.0033157178597607224,shortlist
uhf_long,79845,28005139,MeerKAT:array_1:20250715T124827Z,ex_2dFGRS_TGN261Z268,53,611.7051236629486,-0.059077962980212305,41.807125,56,0.875,1,0.0033535538725288257,shortlist
uhf_long,58217,4543195,MeerKAT:array_1:20250715T124827Z,ex_LBQS_1317-0142,40,587.1294002532959,-0.059077962980212305,18.235079,57,0.890625,1,0.0033694195662630094,shortlist
lband_long,176958,31534845,MeerKAT:array_1:20250722T155604Z,Gaia_6440708462885289088,12,950.3074614107609,-0.050440251622751654,13.53998,34,0.53125,1,0.003382928649571822,shortlist
lband_short,348814,30014296,MeerKAT:array_1:20250719T212149Z,Gaia_4216746737433193600,21,951.6206627041101,0.05125380406827991,25.7918,42,0.65625,1,0.003406718381583313,shortlist
uhf_long,58177,4543155,MeerKAT:array_1:20250715T124827Z,ex_[VV2006]_J131712.9-014118,20,587.1294002532959,-0.059077962980212305,28.800646,57,0.890625,1,0.0034214734878780205,shortlist
lband_long,177198,31535174,MeerKAT:array_1:20250722T155604Z,Gaia_6440697669631874944,38,950.3074614107609,-0.050440251622751654,13.392259,34,0.53125,1,0.003454299384204596,shortlist
lband_short,309669,26029150,MeerKAT:array_1:20250712T010545Z,Gaia_4216749245694126976,35,959.8260625600815,0.09225684732290385,30.418194,36,0.5625,1,0.0034809102897108563,shortlist
uhf_long,116787,34828565,MeerKAT:array_1:20250715T124827Z,ex_[VV2006]_J131617.9-021856,12,648.5687087774277,-0.059077962980212305,76.98157,59,0.921875,1,0.0035249842213183947,shortlist
lband_long,276894,35857939,MeerKAT:array_1:20240319T020710Z,Gaia_2543020865760350464,11,1544.6151756495237,-0.1311446542191543,24.29118,64,1.0,1,0.0035457496006237516,shortlist
uhf_long,105079,33876765,MeerKAT:array_1:20250715T124827Z,ex_[VV2006]_J131704.3-020048,18,636.2808470726013,-0.059077962980212305,19.48752,44,0.6875,1,0.003568114630833402,shortlist
lband_long,195208,33076548,MeerKAT:array_1:20250731T141132Z,Gaia_5931528064133793152,58,950.4011067301035,0.06557232710957715,60.070107,34,0.53125,1,0.0035742074601665358,shortlist
uhf_long,32354,987643,MeerKAT:array_1:20250715T135202Z,ex_LEDA_682319,52,562.5537295341492,-0.055003620705714906,14.9070835,44,0.6875,1,0.003594547902719113,shortlist
uhf_long,32357,987646,MeerKAT:array_1:20250715T135202Z,Gaia_6014542188367932928,55,562.5537295341492,-0.0529664495684662,14.904397,44,0.6875,1,0.003657262974499501,shortlist
lband_short,309618,26029079,MeerKAT:array_1:20250712T010545Z,Gaia_4216768074831143680,33,959.8121958523989,0.09225684732290385,19.903328,32,0.5,1,0.003662230739599736,shortlist
uhf_long,58175,4543153,MeerKAT:array_1:20250715T124827Z,ex_[VV2006]_J131709.6-020414,19,587.1294002532959,-0.059077962980212305,28.992674,57,0.890625,1,0.0036939583135967478,shortlist
lband_long,275150,35827026,MeerKAT:array_1:20240319T020710Z,Gaia_2530985989439744512,54,1248.6045215129852,-0.20176100649100662,6.432392,51,0.796875,1,0.0037247653263844595,shortlist
lband_long,195201,33076498,MeerKAT:array_1:20250731T141132Z,Gaia_5931571288699211904,57,950.4011067301035,0.06557232710957715,52.295452,34,0.53125,1,0.003728164894631423,shortlist
lband_long,177413,31535482,MeerKAT:array_1:20250722T155604Z,Gaia_6440684617226829184,62,950.3074614107609,-0.050440251622751654,13.663396,34,0.53125,1,0.0037286376512617493,shortlist
